,prov,soum,year,var,sd,mean,m
749,Töv,Bayantsogt,2024,ht,1.391431542,9.68064304,0.885407478
750,Töv,Bayantsogt,2024,vol,6.077682711,28.92162148,0.889503539
751,Töv,Bornuur,2024,cover,4.829748539,78.41007144,0.836279424
752,Töv,Bornuur,2024,ht,1.290244413,11.06174244,0.784663591
753,Töv,Bornuur,2024,vol,5.821983097,34.86007125,0.801201476
754,Töv,Buren,2024,cover,4.011374986,69.01939346,0.835981925
755,Töv,Buren,2024,ht,1.012952664,8.33953998,0.823781797
756,Töv,Buren,2024,vol,4.169088815,23.16996475,0.831031587
757,Töv,Delger,2024,cover,4.981320214,67.48261009,0.879744154
758,Töv,Delger,2024,ht,1.224122478,8.042494003,0.828849668
759,Töv,Delger,2024,vol,4.850739097,21.90968389,0.8491519
760,Töv,Erdene,2024,cover,4.16295061,77.39579788,0.732639131
761,Töv,Erdene,2024,ht,1.106458893,10.52429234,0.666790361
762,Töv,Erdene,2024,vol,4.961690374,32.70206221,0.692877475
763,Töv,Erdenesant,2024,cover,4.256838596,71.71433734,0.885281322
764,Töv,Erdenesant,2024,ht,1.124398687,9.119248117,0.865492609
765,Töv,Erdenesant,2024,vol,4.721298345,26.32772747,0.872029698
766,Töv,Jargalant,2024,cover,4.138305937,77.21706536,0.87805245
767,Töv,Jargalant,2024,ht,1.280307711,10.63782552,0.854588605
768,Töv,Jargalant,2024,vol,5.623627462,32.99222068,0.853797676
769,Töv,Lun,2024,cover,4.91228081,71.61672586,0.901667449
770,Töv,Lun,2024,ht,1.156507769,9.047080845,0.879942498
771,Töv,Lun,2024,vol,4.987091784,26.16408986,0.887303458
772,Töv,Mungunmor,2024,cover,4.812888257,78.78396098,0.730070519
773,Töv,Mungunmor,2024,ht,1.445849777,11.03798634,0.698872326
774,Töv,Mungunmor,2024,vol,6.340655458,34.91892373,0.69979755
775,Töv,Undursh,2024,cover,4.840217803,69.67828008,0.917873647
776,Töv,Undursh,2024,ht,1.176050986,8.587033894,0.886461403
777,Töv,Undursh,2024,vol,4.909541217,24.19970287,0.895299678
778,Töv,Sergelen,2024,cover,3.955938563,76.37008207,0.807579907
779,Töv,Sergelen,2024,ht,1.008673783,10.16738836,0.773244569
780,Töv,Sergelen,2024,vol,4.570963003,31.18521943,0.787899656
781,Töv,Sumber,2024,cover,4.490388821,75.73314676,0.906911868
782,Töv,Sumber,2024,ht,1.328761994,10.27555995,0.91063993
783,Töv,Sumber,2024,vol,5.832086993,31.32780479,0.906554082
784,Töv,Tseel,2024,cover,4.280163,76.94218526,0.889894384
785,Töv,Tseel,2024,ht,1.21832757,10.50708652,0.867487915
786,Töv,Tseel,2024,vol,5.373914762,32.48342885,0.867524444
787,Töv,Ugtaalts,2024,cover,4.480880758,74.03126407,0.854111746
788,Töv,Ugtaalts,2024,ht,1.189662082,9.657831758,0.846761558
789,Töv,Ugtaalts,2024,vol,5.218694805,28.76663873,0.85070492
790,Töv,Zaamar,2024,cover,5.428805834,73.0057212,0.879046086
791,Töv,Zaamar,2024,ht,1.317346011,9.460214001,0.874420839
792,Töv,Zaamar,2024,vol,5.732052946,27.89572842,0.876326043
